l,b,yield
0.0000,2.7000,0.546075
0.0000,2.7333,0.55699
0.0000,2.7667,0.590203
0.0000,2.8000,0.627627
0.0000,2.8333,0.659905
0.0000,2.8667,0.697485
0.0000,2.9000,0.723214
0.0000,2.9333,0.718068
0.0000,2.9667,0.727892
0.0000,3.0000,0.702475
0.0333,-3.0000,0.43583
0.0333,-2.9667,0.430841
0.0333,-2.9333,0.418366
0.0333,-2.9000,0.414468
0.0333,-2.8667,0.432712
0.0333,-2.8333,0.463898
0.0333,-2.8000,0.477153
0.0333,-2.7667,0.453451
0.0333,-2.7333,0.406671
0.0333,-2.7000,0.370651
0.0333,-2.6667,0.370027
0.0333,-2.6333,0.364414
0.0333,-2.6000,0.362075
0.0333,-2.5667,0.36878
0.0333,-2.5333,0.391702
0.0333,-2.5000,0.401058
0.0333,-2.4667,0.369092
0.0333,-2.4333,0.312644
0.0333,-2.4000,0.300949
0.0333,-2.3667,0.3036
0.0333,-2.3333,0.304847
0.0333,-2.3000,0.300481
0.0333,-2.2667,0.295492
0.0333,-2.2333,0.29861
0.0333,-2.2000,0.299858
0.0333,-2.1667,0.309525
0.0333,-2.1333,0.3404
0.0333,-2.1000,0.362542
0.0333,-2.0667,0.36722
0.0333,-2.0333,0.351159
0.0333,-2.0000,0.341803
0.0333,-1.9667,0.341803
0.0333,-1.9333,0.3404
0.0333,-1.9000,0.360203
0.0333,-1.8667,0.370027
0.0333,-1.8333,0.411661
0.0333,-1.8000,0.437078
0.0333,-1.7667,0.449397
0.0333,-1.7333,0.467017
0.0333,-1.7000,0.502102
0.0333,-1.6667,0.514576
0.0333,-1.6333,0.538434
0.0333,-1.6000,0.57539
0.0333,-1.5667,0.595349
0.0333,-1.5333,0.593634
0.0333,-1.5000,0.58038
0.0333,-1.4667,0.566346
0.0333,-1.4333,0.609695
0.0333,-1.4000,0.628407
0.0333,-1.3667,0.651797
0.0333,-1.3333,0.723525
0.0333,-1.3000,0.737559
0.0333,-1.2667,0.708712
0.0333,-1.2333,0.704034
0.0333,-1.2000,0.739898
0.0333,-1.1667,0.778102
0.0333,-1.1333,0.89583
0.0333,-1.1000,0.979254
0.0333,-1.0667,1.04553
0.0333,-1.0333,1.1578
0.0333,-1.0000,1.24824
0.0333,-0.9667,1.27786
0.0333,-0.9333,1.25681
0.0333,-0.9000,1.18898
0.0333,-0.8667,1.32386
0.0333,-0.8333,1.42756
0.0333,-0.8000,1.472
0.0333,-0.7667,1.61078
0.0333,-0.7333,1.87898
0.0333,-0.7000,2.24464
0.0333,-0.6667,2.36393
0.0333,-0.6333,2.16512
0.0333,-0.6000,2.34054
0.0333,-0.5667,2.34444
0.0333,-0.5333,2.47386
0.0333,-0.5000,2.58847
0.0333,-0.4667,3.17244
0.0333,-0.4333,3.5919
0.0333,-0.4000,2.81769
0.0333,-0.3667,2.89332
0.0333,-0.3333,3.10461
0.0333,-0.3000,2.74597
0.0333,-0.2667,2.14017
0.0333,-0.2333,2.87851
0.0333,-0.2000,2.53936
0.0333,-0.1667,3.61217
0.0333,-0.1333,3.47573
0.0333,-0.1000,3.15997
0.0333,-0.0667,3.64803
0.0333,-0.0333,3.75563
0.0333,-0.0000,3.79461
0.0333,0.0333,3.82969
0.0333,0.0667,3.70651
0.0333,0.1000,3.61919
0.0333,0.1333,2.72569
0.0333,0.1667,3.13112
0.0333,0.2000,3.10383
0.0333,0.2333,3.28549
0.0333,0.2667,3.28393
0.0333,0.3000,3.09681
0.0333,0.3333,2.83953
0.0333,0.3667,2.63603
0.0333,0.4000,2.59471
0.0333,0.4333,2.42241
0.0333,0.4667,2.19708
0.0333,0.5000,2.09963
0.0333,0.5333,2.06688
0.0333,0.5667,1.97722
0.0333,0.6000,1.98034
0.0333,0.6333,2.04973
0.0333,0.6667,1.99359
0.0333,0.7000,1.96007
0.0333,0.7333,1.9398
0.0333,0.7667,1.73054
0.0333,0.8000,1.53313
0.0333,0.8333,1.38437
0.0333,0.8667,1.26929
0.0333,0.9000,1.13519
0.0333,0.9333,1.03118
0.0333,0.9667,0.927017
0.0333,1.0000,0.881017
0.0333,1.0333,0.907525
0.0333,1.0667,0.936373
0.0333,1.1000,0.928888
0.0333,1.1333,0.910644
0.0333,1.1667,0.89583
0.0333,1.2000,0.861525
0.0333,1.2333,0.870102
0.0333,1.2667,0.875247
0.0333,1.3000,0.873688
0.0333,1.3333,0.877586
0.0333,1.3667,0.890373
0.0333,1.4000,0.798841
0.0333,1.4333,0.738651
0.0333,1.4667,0.716508
0.0333,1.5000,0.673627
0.0333,1.5333,0.64821
0.0333,1.5667,0.633864
0.0333,1.6000,0.634956
0.0333,1.6333,0.646339
0.0333,1.6667,0.663492
0.0333,1.7000,0.668169
0.0333,1.7333,0.639322
0.0333,1.7667,0.632773
0.0333,1.8000,0.640102
0.0333,1.8333,0.658346
0.0333,1.8667,0.668169
0.0333,1.9000,0.68501
0.0333,1.9333,0.705593
0.0333,1.9667,0.728983
0.0333,2.0000,0.750814
0.0333,2.0333,0.749254
0.0333,2.0667,0.739898
0.0333,2.1000,0.683763
0.0333,2.1333,0.683763
0.0333,2.1667,0.719939
0.0333,2.2000,0.76438
0.0333,2.2333,0.794475
0.0333,2.2667,0.927017
0.0333,2.3000,0.890373
0.0333,2.3333,0.782468
0.0333,2.3667,0.697797
0.0333,2.4000,0.656786
0.0333,2.4333,0.651797
0.0333,2.4667,0.661153
0.0333,2.5000,0.614685
0.0333,2.5333,0.571492
0.0333,2.5667,0.569153
0.0333,2.6000,0.58038
0.0333,2.6333,0.578197
0.0333,2.6667,0.53282
0.0333,2.7000,0.558237
0.0333,2.7333,0.561356
0.0333,2.7667,0.580536
0.0333,2.8000,0.614373
0.0333,2.8333,0.649458
0.0333,2.8667,0.683763
0.0333,2.9000,0.738339
0.0333,2.9333,0.775763
0.0333,2.9667,0.755492
0.0333,3.0000,0.709492
0.0667,-3.0000,0.427254
0.0667,-2.9667,0.400434
0.0667,-2.9333,0.397627
0.0667,-2.9000,0.408854
0.0667,-2.8667,0.427566
0.0667,-2.8333,0.444407
0.0667,-2.8000,0.445186
0.0667,-2.7667,0.425383
0.0667,-2.7333,0.398407
0.0667,-2.7000,0.388271
0.0667,-2.6667,0.364881
0.0667,-2.6333,0.343519
0.0667,-2.6000,0.346949
0.0667,-2.5667,0.360203
0.0667,-2.5333,0.376888
0.0667,-2.5000,0.380786
0.0667,-2.4667,0.338373
0.0667,-2.4333,0.324339
0.0667,-2.4000,0.314671
0.0667,-2.3667,0.315763
0.0667,-2.3333,0.30438
0.0667,-2.3000,0.291593
0.0667,-2.2667,0.304847
0.0667,-2.2333,0.296271
0.0667,-2.2000,0.29861
0.0667,-2.1667,0.310617
0.0667,-2.1333,0.341492
0.0667,-2.1000,0.369559
0.0667,-2.0667,0.378447
0.0667,-2.0333,0.353966
0.0667,-2.0000,0.337593
0.0667,-1.9667,0.341803
0.0667,-1.9333,0.354746
0.0667,-1.9000,0.358644
0.0667,-1.8667,0.358644
0.0667,-1.8333,0.400746
0.0667,-1.8000,0.43661
0.0667,-1.7667,0.470136
0.0667,-1.7333,0.499763
0.0667,-1.7000,0.513017
0.0667,-1.6667,0.494617
0.0667,-1.6333,0.565254
0.0667,-1.6000,0.585525
0.0667,-1.5667,0.570244
0.0667,-1.5333,0.547634
0.0667,-1.5000,0.537966
0.0667,-1.4667,0.534847
0.0667,-1.4333,0.577729
0.0667,-1.4000,0.599559
0.0667,-1.3667,0.626847
0.0667,-1.3333,0.725864
0.0667,-1.3000,0.753464
0.0667,-1.2667,0.737247
0.0667,-1.2333,0.723525
0.0667,-1.2000,0.73522
0.0667,-1.1667,0.780441
0.0667,-1.1333,0.870102
0.0667,-1.1000,0.937932
0.0667,-1.0667,1.01793
0.0667,-1.0333,1.16247
0.0667,-1.0000,1.29346
0.0667,-0.9667,1.34102
0.0667,-0.9333,1.25993
0.0667,-0.9000,1.19023
0.0667,-0.8667,1.37922
0.0667,-0.8333,1.46342
0.0667,-0.8000,1.48136
0.0667,-0.7667,1.64508
0.0667,-0.7333,2.06657
0.0667,-0.7000,2.61763
0.0667,-0.6667,2.3382
0.0667,-0.6333,1.14719
0.0667,-0.6000,2.21736
0.0667,-0.5667,2.22515
0.0667,-0.5333,2.39153
0.0667,-0.5000,2.65989
0.0667,-0.4667,3.21423
0.0667,-0.4333,3.25041
0.0667,-0.4000,2.80631
0.0667,-0.3667,2.93776
0.0667,-0.3333,3.17899
0.0667,-0.3000,3.11942
0.0667,-0.2667,2.66613
0.0667,-0.2333,2.13596
0.0667,-0.2000,3.54637
0.0667,-0.1667,3.61919
0.0667,-0.1333,3.56539
0.0667,-0.1000,3.3343
0.0667,-0.0667,3.71119
0.0667,-0.0333,4.06983
0.0667,-0.0000,4.00902
0.0667,0.0333,4.04956
0.0667,0.0667,3.81052
0.0667,0.1000,2.98641
0.0667,0.1333,3.85464
0.0667,0.1667,3.13112
0.0667,0.2000,3.20363
0.0667,0.2333,3.39979
0.0667,0.2667,3.42115
0.0667,0.3000,3.22359
0.0667,0.3333,2.90112
0.0667,0.3667,2.63915
0.0667,0.4000,2.57756
0.0667,0.4333,2.37095
0.0667,0.4667,2.14376
0.0667,0.5000,2.04193
0.0667,0.5333,2.03024
0.0667,0.5667,2.03055
0.0667,0.6000,2.13315
0.0667,0.6333,2.33072
0.0667,0.6667,2.10353
0.0667,0.7000,1.97332
0.0667,0.7333,1.9242
0.0667,0.7667,1.70746
0.0667,0.8000,1.59519
0.0667,0.8333,1.48182
0.0667,0.8667,1.34148
0.0667,0.9000,1.14797
0.0667,0.9333,0.98861
0.0667,0.9667,0.910176
0.0667,1.0000,0.855756
0.0667,1.0333,0.91423
0.0667,1.0667,0.969119
0.0667,1.1000,0.96678
0.0667,1.1333,0.912983
0.0667,1.1667,0.899729
0.0667,1.2000,0.858095
0.0667,1.2333,0.865424
0.0667,1.2667,0.902847
0.0667,1.3000,0.942142
0.0667,1.3333,0.94838
0.0667,1.3667,0.881017
0.0667,1.4000,0.852949
0.0667,1.4333,0.816305
0.0667,1.4667,0.787458
0.0667,1.5000,0.678305
0.0667,1.5333,0.660373
0.0667,1.5667,0.679397
0.0667,1.6000,0.686102
0.0667,1.6333,0.685322
0.0667,1.6667,0.687349
0.0667,1.7000,0.675186
0.0667,1.7333,0.651485
0.0667,1.7667,0.650237
0.0667,1.8000,0.656475
0.0667,1.8333,0.64322
0.0667,1.8667,0.616244
0.0667,1.9000,0.595661
0.0667,1.9333,0.606576
0.0667,1.9667,0.633864
0.0667,2.0000,0.680644
0.0667,2.0333,0.711519
0.0667,2.0667,0.720407
0.0667,2.1000,0.686414
0.0667,2.1333,0.689688
0.0667,2.1667,0.710739
0.0667,2.2000,0.750034
0.0667,2.2333,0.835017
0.0667,2.2667,0.898169
0.0667,2.3000,0.865112
0.0667,2.3333,0.784339
0.0667,2.3667,0.691559
0.0667,2.4000,0.635736
0.0667,2.4333,0.656786
0.0667,2.4667,0.662712
0.0667,2.5000,0.616244
0.0667,2.5333,0.595661
0.0667,2.5667,0.608136
0.0667,2.6000,0.622169
0.0667,2.6333,0.608915
0.0667,2.6667,0.567593
0.0667,2.7000,0.553559
0.0667,2.7333,0.548569
0.0667,2.7667,0.545763
0.0667,2.8000,0.560576
0.0667,2.8333,0.602366
0.0667,2.8667,0.665519
0.0667,2.9000,0.742237
0.0667,2.9333,0.702475
0.0667,2.9667,0.700447
0.0667,3.0000,0.697017
0.1000,-3.0000,0.418366
0.1000,-2.9667,0.394197
0.1000,-2.9333,0.406203
0.1000,-2.9000,0.416339
0.1000,-2.8667,0.417586
0.1000,-2.8333,0.41322
0.1000,-2.8000,0.429593
0.1000,-2.7667,0.415092
0.1000,-2.7333,0.383593
0.1000,-2.7000,0.36379
0.1000,-2.6667,0.354278
0.1000,-2.6333,0.337905
0.1000,-2.6000,0.327458
0.1000,-2.5667,0.338685
0.1000,-2.5333,0.365193
0.1000,-2.5000,0.379695
0.1000,-2.4667,0.346169
0.1000,-2.4333,0.339153
0.1000,-2.4000,0.332136
0.1000,-2.3667,0.313424
0.1000,-2.3333,0.294712
0.1000,-2.3000,0.286915
0.1000,-2.2667,0.294712
0.1000,-2.2333,0.291593
0.1000,-2.2000,0.296583
0.1000,-2.1667,0.308746
0.1000,-2.1333,0.317634
0.1000,-2.1000,0.332447
0.1000,-2.0667,0.358644
0.1000,-2.0333,0.329797
0.1000,-2.0000,0.314203
0.1000,-1.9667,0.327458
0.1000,-1.9333,0.344298
0.1000,-1.9000,0.369559
0.1000,-1.8667,0.359112
0.1000,-1.8333,0.388271
0.1000,-1.8000,0.426786
0.1000,-1.7667,0.467797
0.1000,-1.7333,0.497112
0.1000,-1.7000,0.495397
0.1000,-1.6667,0.489627
0.1000,-1.6333,0.52861
0.1000,-1.6000,0.553559
0.1000,-1.5667,0.55543
0.1000,-1.5333,0.549193
0.1000,-1.5000,0.552312
0.1000,-1.4667,0.527363
0.1000,-1.4333,0.578508
0.1000,-1.4000,0.600339
0.1000,-1.3667,0.646651
0.1000,-1.3333,0.740366
0.1000,-1.3000,0.750502
0.1000,-1.2667,0.803363
0.1000,-1.2333,0.840475
0.1000,-1.2000,0.830339
0.1000,-1.1667,0.770617
0.1000,-1.1333,0.825973
0.1000,-1.1000,0.92078
0.1000,-1.0667,0.978786
0.1000,-1.0333,1.10244
0.1000,-1.0000,1.25728
0.1000,-0.9667,1.35474
0.1000,-0.9333,1.34772
0.1000,-0.9000,1.44939
0.1000,-0.8667,1.60376
0.1000,-0.8333,1.79946
0.1000,-0.8000,1.92498
0.1000,-0.7667,2.14641
0.1000,-0.7333,2.46685
0.1000,-0.7000,2.74519
0.1000,-0.6667,2.64773
0.1000,-0.6333,2.37485
0.1000,-0.6000,2.59752
0.1000,-0.5667,2.27817
0.1000,-0.5333,2.4918
0.1000,-0.5000,2.80335
0.1000,-0.4667,3.13502
0.1000,-0.4333,2.99904
0.1000,-0.4000,2.88209
0.1000,-0.3667,2.57444
0.1000,-0.3333,3.01386
0.1000,-0.3000,2.94556
0.1000,-0.2667,2.9164
0.1000,-0.2333,2.93028
0.1000,-0.2000,3.05003
0.1000,-0.1667,1.68095
0.1000,-0.1333,3.11475
0.1000,-0.1000,3.53732
0.1000,-0.0667,3.52454
0.1000,-0.0333,3.68125
0.1000,-0.0000,3.72865
0.1000,0.0333,3.60406
0.1000,0.0667,3.26756
0.1000,0.1000,3.15014
0.1000,0.1333,3.30467
0.1000,0.1667,3.10976
0.1000,0.2000,3.04925
0.1000,0.2333,3.01183
0.1000,0.2667,3.11864
0.1000,0.3000,3.14437
0.1000,0.3333,2.99702
0.1000,0.3667,2.69295
0.1000,0.4000,2.63713
0.1000,0.4333,2.54169
0.1000,0.4667,2.48712
0.1000,0.5000,2.44268
0.1000,0.5333,2.29579
0.1000,0.5667,2.04536
0.1000,0.6000,1.80024
0.1000,0.6333,1.91921
0.1000,0.6667,1.8598
0.1000,0.7000,1.80024
0.1000,0.7333,1.78075
0.1000,0.7667,1.61967
0.1000,0.8000,1.53313
0.1000,0.8333,1.41165
0.1000,0.8667,1.25728
0.1000,0.9000,1.12006
0.1000,0.9333,0.980502
0.1000,0.9667,0.955085
0.1000,1.0000,0.924678
0.1000,1.0333,0.962414
0.1000,1.0667,0.974108
0.1000,1.1000,0.932475
0.1000,1.1333,0.874468
0.1000,1.1667,0.890373
0.1000,1.2000,0.864644
0.1000,1.2333,0.870569
0.1000,1.2667,0.912983
0.1000,1.3000,0.962102
0.1000,1.3333,0.973329
0.1000,1.3667,0.920312
0.1000,1.4000,0.893492
0.1000,1.4333,0.812407
0.1000,1.4667,0.777322
0.1000,1.5000,0.702942
0.1000,1.5333,0.689532
0.1000,1.5667,0.712142
0.1000,1.6000,0.71261
0.1000,1.6333,0.695458
0.1000,1.6667,0.676278
0.1000,1.7000,0.650237
0.1000,1.7333,0.629186
0.1000,1.7667,0.631993
0.1000,1.8000,0.631214
0.1000,1.8333,0.601586
0.1000,1.8667,0.561824
0.1000,1.9000,0.560888
0.1000,1.9333,0.586617
0.1000,1.9667,0.608136
0.1000,2.0000,0.629186
0.1000,2.0333,0.656163
0.1000,2.0667,0.671288
0.1000,2.1000,0.679085
0.1000,2.1333,0.69499
0.1000,2.1667,0.727424
0.1000,2.2000,0.775451
0.1000,2.2333,0.835485
0.1000,2.2667,0.837824
0.1000,2.3000,0.816773
0.1000,2.3333,0.753932
0.1000,2.3667,0.702475
0.1000,2.4000,0.675186
0.1000,2.4333,0.674719
0.1000,2.4667,0.661932
0.1000,2.5000,0.637295
0.1000,2.5333,0.627627
0.1000,2.5667,0.623417
0.1000,2.6000,0.618583
0.1000,2.6333,0.60221
0.1000,2.6667,0.555119
0.1000,2.7000,0.5336
0.1000,2.7333,0.529078
0.1000,2.7667,0.530169
0.1000,2.8000,0.548881
0.1000,2.8333,0.584746
0.1000,2.8667,0.617492
0.1000,2.9000,0.606108
0.1000,2.9333,0.642441
0.1000,2.9667,0.640881
0.1000,3.0000,0.664271
0.1333,-3.0000,0.407295
0.1333,-2.9667,0.387492
0.1333,-2.9333,0.408854
0.1333,-2.9000,0.417898
0.1333,-2.8667,0.40823
0.1333,-2.8333,0.392949
0.1333,-2.8000,0.411661
0.1333,-2.7667,0.399654
0.1333,-2.7333,0.370027
0.1333,-2.7000,0.357085
0.1333,-2.6667,0.34461
0.1333,-2.6333,0.329797
0.1333,-2.6000,0.314671
0.1333,-2.5667,0.328549
0.1333,-2.5333,0.359424
0.1333,-2.5000,0.378136
0.1333,-2.4667,0.353186
0.1333,-2.4333,0.34461
0.1333,-2.4000,0.331044
0.1333,-2.3667,0.307654
0.1333,-2.3333,0.291125
0.1333,-2.3000,0.285356
0.1333,-2.2667,0.286603
0.1333,-2.2333,0.294712
0.1333,-2.2000,0.300481
0.1333,-2.1667,0.313112
0.1333,-2.1333,0.311864
0.1333,-2.1000,0.316854
0.1333,-2.0667,0.342583
0.1333,-2.0333,0.316542
0.1333,-2.0000,0.308434
0.1333,-1.9667,0.32621
0.1333,-1.9333,0.343519
0.1333,-1.9000,0.364881
0.1333,-1.8667,0.359112
0.1333,-1.8333,0.383593
0.1333,-1.8000,0.421017
0.1333,-1.7667,0.457349
0.1333,-1.7333,0.48183
0.1333,-1.7000,0.477464
0.1333,-1.6667,0.484169
0.1333,-1.6333,0.509898
0.1333,-1.6000,0.530949
0.1333,-1.5667,0.542644
0.1333,-1.5333,0.551532
0.1333,-1.5000,0.560576
0.1333,-1.4667,0.530169
0.1333,-1.4333,0.571492
0.1333,-1.4000,0.605797
0.1333,-1.3667,0.668169
0.1333,-1.3333,0.753464
0.1333,-1.3000,0.760481
0.1333,-1.2667,0.813966
0.1333,-1.2333,0.860746
0.1333,-1.2000,0.856847
0.1333,-1.1667,0.788705
0.1333,-1.1333,0.826908
0.1333,-1.1000,0.906746
0.1333,-1.0667,0.948847
0.1333,-1.0333,1.07827
0.1333,-1.0000,1.23218
0.1333,-0.9667,1.34679
0.1333,-0.9333,1.32729
0.1333,-0.9000,1.48681
0.1333,-0.8667,1.66692
0.1333,-0.8333,1.90113
0.1333,-0.8000,2.03024
0.1333,-0.7667,2.24823
0.1333,-0.7333,2.48478
0.1333,-0.7000,2.50006
0.1333,-0.6667,2.49772
0.1333,-0.6333,2.60516
0.1333,-0.6000,2.78183
0.1333,-0.5667,2.45468
0.1333,-0.5333,2.56321
0.1333,-0.5000,2.97519
0.1333,-0.4667,3.57116
0.1333,-0.4333,2.83407
0.1333,-0.4000,2.81816
0.1333,-0.3667,2.48634
0.1333,-0.3333,2.94088
0.1333,-0.3000,3.22156
0.1333,-0.2667,3.29282
0.1333,-0.2333,3.32214
0.1333,-0.2000,3.37359
0.1333,-0.1667,2.60142
0.1333,-0.1333,3.71898
0.1333,-0.1000,3.77715
0.1333,-0.0667,3.53108
0.1333,-0.0333,3.43441
0.1333,-0.0000,3.51861
0.1333,0.0333,3.37359
0.1333,0.0667,3.35753
0.1333,0.1000,3.26413
0.1333,0.1333,3.09011
0.1333,0.1667,3.01105
0.1333,0.2000,2.90424
0.1333,0.2333,2.78448
0.1333,0.2667,2.94899
0.1333,0.3000,3.06485
0.1333,0.3333,2.87118
0.1333,0.3667,2.60329
0.1333,0.4000,2.59284
0.1333,0.4333,2.51955
0.1333,0.4667,2.48478
0.1333,0.5000,2.42054
0.1333,0.5333,2.25868
0.1333,0.5667,1.93699
0.1333,0.6000,1.68095
0.1333,0.6333,1.7243
0.1333,0.6667,1.71292
0.1333,0.7000,1.68563
0.1333,0.7333,1.65912
0.1333,0.7667,1.59207
0.1333,0.8000,1.47902
0.1333,0.8333,1.33322
0.1333,0.8667,1.20723
0.1333,0.9000,1.08997
0.1333,0.9333,0.982373
0.1333,0.9667,0.974264
0.1333,1.0000,0.937153
0.1333,1.0333,0.951186
0.1333,1.0667,0.947756
0.1333,1.1000,0.893492
0.1333,1.1333,0.858407
0.1333,1.1667,0.906278
0.1333,1.2000,0.8924
0.1333,1.2333,0.886942
0.1333,1.2667,0.906746
0.1333,1.3000,0.930136
0.1333,1.3333,0.932163
0.1333,1.3667,0.928108
0.1333,1.4000,0.90238
0.1333,1.4333,0.830339
0.1333,1.4667,0.799932
0.1333,1.5000,0.750034
0.1333,1.5333,0.728983
0.1333,1.5667,0.743797
0.1333,1.6000,0.737871
0.1333,1.6333,0.717288
0.1333,1.6667,0.693898
0.1333,1.7000,0.647119
0.1333,1.7333,0.627627
0.1333,1.7667,0.634176
0.1333,1.8000,0.626068
0.1333,1.8333,0.59223
0.1333,1.8667,0.553871
0.1333,1.9000,0.554807
0.1333,1.9333,0.572271
0.1333,1.9667,0.583186
0.1333,2.0000,0.594881
0.1333,2.0333,0.618739
0.1333,2.0667,0.640881
0.1333,2.1000,0.67082
0.1333,2.1333,0.693119
0.1333,2.1667,0.727424
0.1333,2.2000,0.784651
0.1333,2.2333,0.82722
0.1333,2.2667,0.796814
0.1333,2.3000,0.784651
0.1333,2.3333,0.742237
0.1333,2.3667,0.707932
0.1333,2.4000,0.688441
0.1333,2.4333,0.673159
0.1333,2.4667,0.652264
0.1333,2.5000,0.644468
0.1333,2.5333,0.636983
0.1333,2.5667,0.62061
0.1333,2.6000,0.602678
0.1333,2.6333,0.587085
0.1333,2.6667,0.539837
0.1333,2.7000,0.520814
0.1333,2.7333,0.518475
0.1333,2.7667,0.530949
0.1333,2.8000,0.553092
0.1333,2.8333,0.572583
0.1333,2.8667,0.580847
0.1333,2.9000,0.541085
0.1333,2.9333,0.530169
0.1333,2.9667,0.525492
0.1333,3.0000,0.527051
0.1667,-3.0000,0.385153
0.1667,-2.9667,0.374549
0.1667,-2.9333,0.411349
0.1667,-2.9000,0.417119
0.1667,-2.8667,0.393261
0.1667,-2.8333,0.368
0.1667,-2.8000,0.379695
0.1667,-2.7667,0.371431
0.1667,-2.7333,0.353966
0.1667,-2.7000,0.355058
0.1667,-2.6667,0.329017
0.1667,-2.6333,0.311864
0.1667,-2.6000,0.301729
0.1667,-2.5667,0.319661
0.1667,-2.5333,0.355525
0.1667,-2.5000,0.379695
0.1667,-2.4667,0.366441
0.1667,-2.4333,0.34539
0.1667,-2.4000,0.311397
0.1667,-2.3667,0.296271
0.1667,-2.3333,0.290034
0.1667,-2.3000,0.283485
0.1667,-2.2667,0.273661
0.1667,-2.2333,0.304068
0.1667,-2.2000,0.311397
0.1667,-2.1667,0.32278
0.1667,-2.1333,0.314983
0.1667,-2.1000,0.305627
0.1667,-2.0667,0.319661
0.1667,-2.0333,0.309214
0.1667,-2.0000,0.311397
0.1667,-1.9667,0.330108
0.1667,-1.9333,0.348508
0.1667,-1.9000,0.34461
0.1667,-1.8667,0.357397
0.1667,-1.8333,0.381566
0.1667,-1.8000,0.412129
0.1667,-1.7667,0.437858
0.1667,-1.7333,0.449085
0.1667,-1.7000,0.450644
0.1667,-1.6667,0.476061
0.1667,-1.6333,0.492434
0.1667,-1.6000,0.507247
0.1667,-1.5667,0.529078
0.1667,-1.5333,0.555119
0.1667,-1.5000,0.567905
0.1667,-1.4667,0.537966
0.1667,-1.4333,0.559797
0.1667,-1.4000,0.608447
0.1667,-1.3667,0.697017
0.1667,-1.3333,0.770305
0.1667,-1.3000,0.791824
0.1667,-1.2667,0.797125
0.1667,-1.2333,0.810847
0.1667,-1.2000,0.828
0.1667,-1.1667,0.829559
0.1667,-1.1333,0.865424
0.1667,-1.1000,0.877586
0.1667,-1.0667,0.92078
0.1667,-1.0333,1.05254
0.1667,-1.0000,1.21783
0.1667,-0.9667,1.31061
0.1667,-0.9333,1.21471
0.1667,-0.9000,1.39279
0.1667,-0.8667,1.65241
0.1667,-0.8333,1.88647
0.1667,-0.8000,1.99125
0.1667,-0.7667,2.14797
0.1667,-0.7333,2.16902
0.1667,-0.7000,1.99515
0.1667,-0.6667,1.94416
0.1667,-0.6333,2.29813
0.1667,-0.6000,2.90502
0.1667,-0.5667,2.81769
0.1667,-0.5333,2.66519
0.1667,-0.5000,3.09728
0.1667,-0.4667,3.55603
0.1667,-0.4333,3.11677
0.1667,-0.4000,2.67315
0.1667,-0.3667,2.48556
0.1667,-0.3333,2.91952
0.1667,-0.3000,3.26647
0.1667,-0.2667,3.54091
0.1667,-0.2333,3.54465
0.1667,-0.2000,3.52828
0.1667,-0.1667,3.63743
0.1667,-0.1333,3.75797
0.1667,-0.1000,3.98485
0.1667,-0.0667,3.68078
0.1667,-0.0333,3.27458
0.1667,-0.0000,3.45515
0.1667,0.0333,3.25165
0.1667,0.0667,3.06516
0.1667,0.1000,2.95601
0.1667,0.1333,2.85122
0.1667,0.1667,2.79275
0.1667,0.2000,2.70901
0.1667,0.2333,2.50068
0.1667,0.2667,2.79508
0.1667,0.3000,2.9295
0.1667,0.3333,2.61701
0.1667,0.3667,2.37407
0.1667,0.4000,2.46217
0.1667,0.4333,2.34725
0.1667,0.4667,2.31871
0.1667,0.5000,2.21969
0.1667,0.5333,1.99562
0.1667,0.5667,1.73553
0.1667,0.6000,1.61078
0.1667,0.6333,1.51909
0.1667,0.6667,1.55106
0.1667,0.7000,1.54872
0.1667,0.7333,1.53125
0.1667,0.7667,1.57679
0.1667,0.8000,1.37454
0.1667,0.8333,1.23498
0.1667,0.8667,1.14298
0.1667,0.9000,1.04708
0.1667,0.9333,0.991729
0.1667,0.9667,0.985492
0.1667,1.0000,0.923119
0.1667,1.0333,0.905186
0.1667,1.0667,0.872441
0.1667,1.1000,0.833458
0.1667,1.1333,0.850298
0.1667,1.1667,0.94339
0.1667,1.2000,0.944949
0.1667,1.2333,0.914854
0.1667,1.2667,0.880237
0.1667,1.3000,0.848271
0.1667,1.3333,0.842814
0.1667,1.3667,0.918441
0.1667,1.4000,0.90082
0.1667,1.4333,0.863864
0.1667,1.4667,0.85061
0.1667,1.5000,0.835797
0.1667,1.5333,0.794942
0.1667,1.5667,0.787458
0.1667,1.6000,0.771085
0.1667,1.6333,0.755959
0.1667,1.6667,0.740366
0.1667,1.7000,0.653356
0.1667,1.7333,0.635424
0.1667,1.7667,0.650237
0.1667,1.8000,0.630434
0.1667,1.8333,0.616712
0.1667,1.8667,0.617492
0.1667,1.9000,0.592542
0.1667,1.9333,0.558549
0.1667,1.9667,0.539525
0.1667,2.0000,0.550441
0.1667,2.0333,0.586305
0.1667,2.0667,0.622169
0.1667,2.1000,0.653668
0.1667,2.1333,0.678305
0.1667,2.1667,0.721498
0.1667,2.2000,0.778569
0.1667,2.2333,0.798373
0.1667,2.2667,0.762508
0.1667,2.3000,0.753932
0.1667,2.3333,0.743017
0.1667,2.3667,0.716976
0.1667,2.4000,0.679085
0.1667,2.4333,0.649458
0.1667,2.4667,0.617492
0.1667,2.5000,0.64322
0.1667,2.5333,0.625288
0.1667,2.5667,0.592854
